# Temperature (K), Resistance (ohm)
4   3.5705e3
10  2.2919e3
20  1.8689e3
30  1.6918e3
40  1.5871e3
50  1.5138e3
60  1.4571e3
70  1.4137e3
80  1.3771e3
90  1.3461e3
100 1.3193e3
110 1.2958e3
120 1.2750e3
130 1.2563e3
140 1.2393e3
150 1.2239e3
160 1.2096e3
170 1.1965e3
180 1.1842e3
190 1.1728e3
200 1.1621e3
210 1.1519e3
220 1.1423e3
230 1.1332e3
240 1.1245e3
250 1.1163e3
260 1.1083e3
270 1.1007e3
280 1.0933e3
290 1.0862e3
299 1.0799e3
